Object,Phase Delay,SN Subtype ID,SN Maintype ID,Spectral Phase,Modification Type,Redshift Applied,Spikes Added
sn2006jc,9.5,7,1,9.5,Shift Spectrum,True,False
sn2000er,4.7,7,1,4.7,Shift Spectrum,True,False
sn2006jc,10.5,7,1,10.5,None,False,False
sn2006jc,33.5,7,1,33.5,Shift Spectrum,True,False
sn2002ao,23.6,7,1,23.6,Add Spikes and Shift,True,True
sn2000er,9.7,7,1,9.7,Add Spikes,False,True
sn2006jc,5.5,7,1,5.5,None,False,False
sn2006jc,35.5,7,1,35.5,Add Spikes,False,True
sn2006jc,17.5,7,1,17.5,Add Spikes,False,True
sn2000er,8.7,7,1,8.7,Shift Spectrum,True,False
sn2000er,5.7,7,1,5.7,Shift Spectrum,True,False
sn2006jc,5.5,7,1,5.5,Add Spikes and Shift,True,True
sn2000er,9.7,7,1,9.7,Shift Spectrum,True,False
sn2000er,4.7,7,1,4.7,Shift Spectrum,True,False
sn2000er,9.7,7,1,9.7,Add Spikes and Shift,True,True
sn2002ao,23.6,7,1,23.6,Add Spikes and Shift,True,True
sn2006jc,43.0,7,1,43.0,None,False,False
sn2006jc,47.5,7,1,47.5,Add Spikes,False,True
sn2006jc,65.5,7,1,65.5,Add Spikes,False,True
sn2006jc,63.5,7,1,63.5,Add Spikes,False,True
sn2006jc,9.5,7,1,9.5,Add Spikes and Shift,True,True
sn2002ao,23.6,7,1,23.6,None,False,False
sn2002ao,21.6,7,1,21.6,Add Spikes and Shift,True,True
sn2006jc,5.5,7,1,5.5,Add Spikes,False,True
sn2006jc,5.5,7,1,5.5,Add Spikes and Shift,True,True
sn2006jc,30.5,7,1,30.5,None,False,False
sn2006jc,30.5,7,1,30.5,Add Spikes,False,True
sn2006jc,65.5,7,1,65.5,Add Spikes,False,True
sn2006jc,8.5,7,1,8.5,Add Spikes,False,True
sn2006jc,30.5,7,1,30.5,Add Spikes,False,True
sn2000er,9.7,7,1,9.7,Shift Spectrum,True,False
sn2006jc,8.5,7,1,8.5,Add Spikes and Shift,True,True
sn2006jc,12.5,7,1,12.5,Shift Spectrum,True,False
sn2006jc,47.5,7,1,47.5,Add Spikes,False,True
sn2006jc,11.5,7,1,11.5,None,False,False
sn2006jc,42.5,7,1,42.5,Add Spikes,False,True
sn2006jc,19.5,7,1,19.5,Shift Spectrum,True,False
sn2002ao,30.6,7,1,30.6,Shift Spectrum,True,False
sn2002ao,23.6,7,1,23.6,Add Spikes and Shift,True,True
sn2000er,4.7,7,1,4.7,Add Spikes,False,True
sn2000er,5.7,7,1,5.7,None,False,False
sn2006jc,19.5,7,1,19.5,Add Spikes and Shift,True,True
sn2002ao,23.6,7,1,23.6,None,False,False
sn2000er,8.7,7,1,8.7,Add Spikes,False,True
sn2000er,6.7,7,1,6.7,Add Spikes,False,True
sn2000er,8.7,7,1,8.7,Add Spikes,False,True
sn2006jc,33.5,7,1,33.5,None,False,False
sn2006jc,9.5,7,1,9.5,Add Spikes and Shift,True,True
sn2006jc,47.5,7,1,47.5,Add Spikes and Shift,True,True
sn2000er,6.7,7,1,6.7,Add Spikes,False,True
sn2006jc,33.5,7,1,33.5,None,False,False
sn2006jc,10.5,7,1,10.5,Add Spikes and Shift,True,True
sn2006jc,33.5,7,1,33.5,Add Spikes and Shift,True,True
sn2000er,8.7,7,1,8.7,Add Spikes,False,True
sn2006jc,47.5,7,1,47.5,Add Spikes and Shift,True,True
sn2000er,6.7,7,1,6.7,None,False,False
sn2000er,6.7,7,1,6.7,None,False,False
sn2000er,5.7,7,1,5.7,Add Spikes and Shift,True,True
sn2000er,9.7,7,1,9.7,Add Spikes and Shift,True,True
sn2006jc,65.5,7,1,65.5,None,False,False
sn2000er,6.7,7,1,6.7,None,False,False
sn2006jc,42.5,7,1,42.5,None,False,False
sn2006jc,18.5,7,1,18.5,None,False,False
sn2006jc,33.5,7,1,33.5,Shift Spectrum,True,False
sn2006jc,30.5,7,1,30.5,None,False,False
sn2006jc,43.0,7,1,43.0,Add Spikes,False,True
sn2000er,9.7,7,1,9.7,None,False,False
sn2006jc,15.5,7,1,15.5,None,False,False
sn2000er,4.7,7,1,4.7,Add Spikes and Shift,True,True
sn2000er,8.7,7,1,8.7,Add Spikes and Shift,True,True
sn2006jc,8.5,7,1,8.5,None,False,False
sn2006jc,30.5,7,1,30.5,None,False,False
sn2006jc,19.5,7,1,19.5,Add Spikes,False,True
sn2006jc,19.5,7,1,19.5,Add Spikes,False,True
sn2006jc,5.5,7,1,5.5,Shift Spectrum,True,False
sn2006jc,12.5,7,1,12.5,Add Spikes,False,True
sn2000er,8.7,7,1,8.7,Add Spikes,False,True
sn2000er,6.7,7,1,6.7,Add Spikes,False,True
sn2006jc,38.5,7,1,38.5,Add Spikes and Shift,True,True
sn2002ao,21.6,7,1,21.6,None,False,False
sn2000er,4.7,7,1,4.7,Shift Spectrum,True,False
sn2006jc,65.5,7,1,65.5,Add Spikes,False,True
sn2006jc,9.5,7,1,9.5,Add Spikes and Shift,True,True
sn2000er,8.7,7,1,8.7,Shift Spectrum,True,False
sn2000er,4.7,7,1,4.7,Add Spikes,False,True
sn2006jc,47.5,7,1,47.5,Shift Spectrum,True,False
sn2006jc,47.5,7,1,47.5,Shift Spectrum,True,False
sn2006jc,17.5,7,1,17.5,Add Spikes,False,True
sn2006jc,19.5,7,1,19.5,Shift Spectrum,True,False
sn2000er,4.7,7,1,4.7,Add Spikes,False,True
sn2006jc,65.5,7,1,65.5,Shift Spectrum,True,False
sn2006jc,8.5,7,1,8.5,Shift Spectrum,True,False
sn2006jc,64.5,7,1,64.5,Add Spikes,False,True
sn2006jc,8.5,7,1,8.5,Add Spikes and Shift,True,True
sn2002ao,30.6,7,1,30.6,Add Spikes,False,True
sn2000er,4.7,7,1,4.7,None,False,False
sn2006jc,19.5,7,1,19.5,Add Spikes and Shift,True,True
sn2000er,8.7,7,1,8.7,None,False,False
sn2006jc,63.5,7,1,63.5,None,False,False
sn2006jc,10.5,7,1,10.5,Add Spikes and Shift,True,True
sn2006jc,61.5,7,1,61.5,Add Spikes,False,True
sn2002ao,30.6,7,1,30.6,Shift Spectrum,True,False
sn2007uy,-11.18,9,1,-11.18,None,False,False
sn2007uy,-11.18,9,1,-11.18,Add Spikes and Shift,True,True
sn2007uy,-6.18,9,1,-6.18,None,False,False
sn2007uy,141.82,9,1,141.82,Add Spikes,False,True
sn2007uy,54.82,9,1,54.82,Add Spikes,False,True
sn2005la,14.0,9,1,14.0,Shift Spectrum,True,False
sn2005la,15.0,9,1,15.0,Shift Spectrum,True,False
sn2007uy,12.82,9,1,12.82,None,False,False
sn2007uy,-5.18,9,1,-5.18,Shift Spectrum,True,False
sn2007uy,-13.18,9,1,-13.18,None,False,False
sn2007uy,-11.18,9,1,-11.18,Add Spikes,False,True
sn2007uy,-6.18,9,1,-6.18,Shift Spectrum,True,False
sn2007uy,141.82,9,1,141.82,None,False,False
sn2007uy,12.82,9,1,12.82,Add Spikes,False,True
sn2007uy,54.82,9,1,54.82,Shift Spectrum,True,False
sn2007uy,-11.18,9,1,-11.18,Shift Spectrum,True,False
sn2005la,17.0,9,1,17.0,Add Spikes and Shift,True,True
sn2007uy,-5.18,9,1,-5.18,Shift Spectrum,True,False
sn2007uy,45.82,9,1,45.82,Add Spikes and Shift,True,True
sn2005la,17.0,9,1,17.0,Add Spikes,False,True
sn2007uy,-11.18,9,1,-11.18,None,False,False
sn2007uy,-11.18,9,1,-11.18,Shift Spectrum,True,False
sn2007uy,-13.18,9,1,-13.18,None,False,False
sn2007uy,54.82,9,1,54.82,Add Spikes,False,True
sn2007uy,141.82,9,1,141.82,Add Spikes,False,True
sn2005la,16.0,9,1,16.0,Add Spikes and Shift,True,True
sn2007uy,141.82,9,1,141.82,Shift Spectrum,True,False
sn2005la,15.0,9,1,15.0,None,False,False
sn2007uy,45.82,9,1,45.82,None,False,False
sn2007uy,141.82,9,1,141.82,Shift Spectrum,True,False
sn2007uy,-5.18,9,1,-5.18,None,False,False
sn2007uy,-11.18,9,1,-11.18,Shift Spectrum,True,False
sn2007uy,-5.18,9,1,-5.18,Shift Spectrum,True,False
sn2005la,18.0,9,1,18.0,Add Spikes and Shift,True,True
sn2007uy,75.82,9,1,75.82,Add Spikes,False,True
sn2007uy,45.82,9,1,45.82,Shift Spectrum,True,False
sn2007uy,45.82,9,1,45.82,Shift Spectrum,True,False
sn2005la,17.0,9,1,17.0,Add Spikes and Shift,True,True
sn2005la,18.0,9,1,18.0,Add Spikes and Shift,True,True
sn2007uy,45.82,9,1,45.82,Shift Spectrum,True,False
sn2005la,18.0,9,1,18.0,Shift Spectrum,True,False
sn2007uy,-5.18,9,1,-5.18,Shift Spectrum,True,False
sn2007uy,-11.18,9,1,-11.18,Add Spikes,False,True
sn2007uy,141.82,9,1,141.82,None,False,False
sn2007uy,12.82,9,1,12.82,Add Spikes,False,True
sn2007uy,-3.18,9,1,-3.18,None,False,False
sn2005la,14.0,9,1,14.0,Shift Spectrum,True,False
sn2007uy,-5.18,9,1,-5.18,Add Spikes and Shift,True,True
sn2007uy,54.82,9,1,54.82,Add Spikes,False,True
sn2007uy,-11.18,9,1,-11.18,None,False,False
sn2007uy,-3.18,9,1,-3.18,None,False,False
sn2007uy,-5.18,9,1,-5.18,Add Spikes and Shift,True,True
sn2007uy,54.82,9,1,54.82,Add Spikes and Shift,True,True
sn2007uy,-3.18,9,1,-3.18,Add Spikes,False,True
sn2007uy,-11.18,9,1,-11.18,Shift Spectrum,True,False
sn2005la,15.0,9,1,15.0,Shift Spectrum,True,False
sn2005la,14.0,9,1,14.0,Shift Spectrum,True,False
sn2007uy,-13.18,9,1,-13.18,Add Spikes,False,True
sn2007uy,-11.18,9,1,-11.18,Add Spikes and Shift,True,True
sn2007uy,75.82,9,1,75.82,Add Spikes,False,True
sn2007uy,-3.18,9,1,-3.18,Add Spikes and Shift,True,True
sn2007uy,-3.18,9,1,-3.18,Add Spikes and Shift,True,True
sn2007uy,-13.18,9,1,-13.18,Add Spikes and Shift,True,True
sn2007uy,-11.18,9,1,-11.18,Add Spikes and Shift,True,True
sn2007uy,12.82,9,1,12.82,Add Spikes,False,True
sn2005la,15.0,9,1,15.0,Add Spikes,False,True
sn2005la,15.0,9,1,15.0,Add Spikes and Shift,True,True
sn2005la,14.0,9,1,14.0,None,False,False
sn2007uy,12.82,9,1,12.82,Add Spikes and Shift,True,True
sn2007uy,-13.18,9,1,-13.18,Add Spikes and Shift,True,True
sn2007uy,-13.18,9,1,-13.18,Shift Spectrum,True,False
sn2007uy,-3.18,9,1,-3.18,None,False,False
sn2005la,18.0,9,1,18.0,Add Spikes,False,True
sn2005la,16.0,9,1,16.0,Add Spikes and Shift,True,True
sn2007uy,12.82,9,1,12.82,Shift Spectrum,True,False
sn2005la,18.0,9,1,18.0,Add Spikes and Shift,True,True
sn2005la,14.0,9,1,14.0,Shift Spectrum,True,False
sn2007uy,-11.18,9,1,-11.18,Shift Spectrum,True,False
sn2007uy,-11.18,9,1,-11.18,Add Spikes and Shift,True,True
sn2007uy,-6.18,9,1,-6.18,Add Spikes and Shift,True,True
sn2007uy,-3.18,9,1,-3.18,Shift Spectrum,True,False
sn2007uy,-3.18,9,1,-3.18,None,False,False
sn2005la,18.0,9,1,18.0,Shift Spectrum,True,False
sn2007uy,-6.18,9,1,-6.18,Add Spikes,False,True
sn2007uy,54.82,9,1,54.82,Shift Spectrum,True,False
sn2005la,17.0,9,1,17.0,Add Spikes and Shift,True,True
sn2007uy,-6.18,9,1,-6.18,None,False,False
sn2005la,18.0,9,1,18.0,Add Spikes,False,True
sn2007uy,-13.18,9,1,-13.18,Shift Spectrum,True,False
sn2007uy,-5.18,9,1,-5.18,Shift Spectrum,True,False
sn2007uy,-3.18,9,1,-3.18,Add Spikes and Shift,True,True
sn2007uy,-3.18,9,1,-3.18,Shift Spectrum,True,False
sn2007uy,-11.18,9,1,-11.18,Shift Spectrum,True,False
sn2005la,14.0,9,1,14.0,Add Spikes and Shift,True,True
sn2005la,16.0,9,1,16.0,Add Spikes and Shift,True,True
sn2005la,17.0,9,1,17.0,Shift Spectrum,True,False
sn2005la,18.0,9,1,18.0,Shift Spectrum,True,False
sn2005la,15.0,9,1,15.0,None,False,False
sn2005la,14.0,9,1,14.0,None,False,False
sn2007uy,45.82,9,1,45.82,None,False,False
sn2007uy,-13.18,9,1,-13.18,None,False,False
sn2007uy,75.82,9,1,75.82,None,False,False
sn2007uy,12.82,9,1,12.82,Add Spikes and Shift,True,True
sn2007uy,75.82,9,1,75.82,Shift Spectrum,True,False
sn2005la,15.0,9,1,15.0,Shift Spectrum,True,False
sn2007uy,75.82,9,1,75.82,Shift Spectrum,True,False
sn2007uy,-13.18,9,1,-13.18,Add Spikes and Shift,True,True
sn2007uy,-11.18,9,1,-11.18,Add Spikes and Shift,True,True
sn2005la,15.0,9,1,15.0,Add Spikes and Shift,True,True
sn2007uy,54.82,9,1,54.82,Add Spikes and Shift,True,True
sn2005la,17.0,9,1,17.0,None,False,False
sn2005la,14.0,9,1,14.0,Shift Spectrum,True,False
sn2005la,15.0,9,1,15.0,None,False,False
sn2007uy,45.82,9,1,45.82,None,False,False
sn2007uy,12.82,9,1,12.82,None,False,False
sn2005la,14.0,9,1,14.0,Shift Spectrum,True,False
sn2007uy,54.82,9,1,54.82,None,False,False
sn2007uy,-11.18,9,1,-11.18,None,False,False
sn2007uy,-13.18,9,1,-13.18,Add Spikes and Shift,True,True
sn2005la,17.0,9,1,17.0,None,False,False
sn2007uy,-6.18,9,1,-6.18,Add Spikes,False,True
sn2007uy,-13.18,9,1,-13.18,Shift Spectrum,True,False
sn2007uy,-6.18,9,1,-6.18,None,False,False
sn2007uy,-11.18,9,1,-11.18,Shift Spectrum,True,False
sn2007uy,141.82,9,1,141.82,None,False,False
sn2007uy,45.82,9,1,45.82,Shift Spectrum,True,False
sn2005la,17.0,9,1,17.0,Add Spikes and Shift,True,True
sn2007uy,141.82,9,1,141.82,Add Spikes and Shift,True,True
sn2007uy,54.82,9,1,54.82,None,False,False
sn2007uy,-13.18,9,1,-13.18,Shift Spectrum,True,False
sn2007uy,45.82,9,1,45.82,None,False,False
sn2007uy,45.82,9,1,45.82,Shift Spectrum,True,False
sn2007uy,-11.18,9,1,-11.18,Add Spikes and Shift,True,True
sn2005la,16.0,9,1,16.0,Add Spikes,False,True
sn2007uy,75.82,9,1,75.82,Add Spikes,False,True
sn2007uy,-5.18,9,1,-5.18,None,False,False
sn2007uy,-6.18,9,1,-6.18,Add Spikes,False,True
sn2007uy,-11.18,9,1,-11.18,None,False,False
sn2005la,15.0,9,1,15.0,Shift Spectrum,True,False
sn2007uy,141.82,9,1,141.82,None,False,False
sn2007uy,-5.18,9,1,-5.18,Add Spikes,False,True
sn2005la,14.0,9,1,14.0,Shift Spectrum,True,False
sn2007uy,12.82,9,1,12.82,Shift Spectrum,True,False
sn2007uy,-6.18,9,1,-6.18,Add Spikes,False,True
sn2007uy,-13.18,9,1,-13.18,Add Spikes,False,True
sn2007uy,-11.18,9,1,-11.18,Shift Spectrum,True,False
sn2007uy,45.82,9,1,45.82,Add Spikes,False,True
sn2007uy,45.82,9,1,45.82,Add Spikes and Shift,True,True
sn2005la,17.0,9,1,17.0,Shift Spectrum,True,False
sn2007uy,-13.18,9,1,-13.18,Add Spikes and Shift,True,True
sn2007uy,54.82,9,1,54.82,Shift Spectrum,True,False
sn2007uy,-11.18,9,1,-11.18,Add Spikes,False,True
sn2005la,16.0,9,1,16.0,Add Spikes and Shift,True,True
sn2007uy,-5.18,9,1,-5.18,Add Spikes and Shift,True,True
sn2007uy,-5.18,9,1,-5.18,None,False,False
sn2007uy,-13.18,9,1,-13.18,Add Spikes and Shift,True,True
sn2005la,14.0,9,1,14.0,Shift Spectrum,True,False
sn2007uy,-5.18,9,1,-5.18,Add Spikes,False,True
sn2007uy,12.82,9,1,12.82,Add Spikes and Shift,True,True
sn2007uy,54.82,9,1,54.82,Shift Spectrum,True,False
sn2007uy,-13.18,9,1,-13.18,Shift Spectrum,True,False
sn2007uy,54.82,9,1,54.82,None,False,False
sn2007uy,45.82,9,1,45.82,None,False,False
sn2007uy,-13.18,9,1,-13.18,Add Spikes and Shift,True,True
sn2005la,18.0,9,1,18.0,Add Spikes and Shift,True,True
sn2007uy,75.82,9,1,75.82,None,False,False
sn2007uy,141.82,9,1,141.82,Add Spikes,False,True
sn2007uy,-13.18,9,1,-13.18,Shift Spectrum,True,False
sn2007uy,12.82,9,1,12.82,Shift Spectrum,True,False
sn2007uy,75.82,9,1,75.82,None,False,False
sn2005la,17.0,9,1,17.0,Add Spikes and Shift,True,True
sn2005la,16.0,9,1,16.0,None,False,False
sn2005la,18.0,9,1,18.0,Add Spikes and Shift,True,True
sn2005la,17.0,9,1,17.0,Add Spikes and Shift,True,True
sn2005la,18.0,9,1,18.0,Shift Spectrum,True,False
sn2007uy,45.82,9,1,45.82,Shift Spectrum,True,False
sn2005la,17.0,9,1,17.0,None,False,False
sn2007uy,-11.18,9,1,-11.18,Add Spikes,False,True
sn2005la,16.0,9,1,16.0,None,False,False
sn2007uy,54.82,9,1,54.82,Add Spikes and Shift,True,True
sn2007uy,141.82,9,1,141.82,Add Spikes and Shift,True,True
sn2007uy,-5.18,9,1,-5.18,None,False,False
sn2007uy,-11.18,9,1,-11.18,Add Spikes and Shift,True,True
sn2007uy,45.82,9,1,45.82,Shift Spectrum,True,False
sn2005la,18.0,9,1,18.0,Add Spikes,False,True
sn2007uy,45.82,9,1,45.82,Add Spikes,False,True
sn2007uy,141.82,9,1,141.82,Shift Spectrum,True,False
sn2007uy,141.82,9,1,141.82,Add Spikes and Shift,True,True
sn2007uy,-13.18,9,1,-13.18,None,False,False
sn2007uy,45.82,9,1,45.82,Add Spikes,False,True
sn2007uy,-11.18,9,1,-11.18,None,False,False
sn2007uy,12.82,9,1,12.82,None,False,False
sn2005la,17.0,9,1,17.0,Add Spikes and Shift,True,True
sn2007uy,141.82,9,1,141.82,Shift Spectrum,True,False
sn2007uy,-13.18,9,1,-13.18,Add Spikes and Shift,True,True
sn2007uy,-11.18,9,1,-11.18,Shift Spectrum,True,False
sn2005la,18.0,9,1,18.0,None,False,False
sn2005la,17.0,9,1,17.0,Add Spikes,False,True
sn2007uy,-6.18,9,1,-6.18,Add Spikes,False,True
sn2007uy,-3.18,9,1,-3.18,None,False,False
sn2007uy,75.82,9,1,75.82,Add Spikes and Shift,True,True
sn2007uy,75.82,9,1,75.82,Add Spikes,False,True
sn1979C,9.9,14,3,9.9,Shift Spectrum,True,False
sn1980K,7.0,14,3,7.0,None,False,False
sn1980K,12.0,14,3,12.0,None,False,False
sn1979C,10.9,14,3,10.9,Add Spikes,False,True
sn1980K,66.0,14,3,66.0,Shift Spectrum,True,False
sn1979C,42.8,14,3,42.8,Shift Spectrum,True,False
sn1980K,41.0,14,3,41.0,None,False,False
sn1979C,10.9,14,3,10.9,None,False,False
sn1979C,10.9,14,3,10.9,Add Spikes,False,True
sn1980K,66.0,14,3,66.0,Add Spikes and Shift,True,True
sn1980K,66.0,14,3,66.0,Shift Spectrum,True,False
sn1980K,66.0,14,3,66.0,Add Spikes,False,True
sn1980K,66.0,14,3,66.0,Shift Spectrum,True,False
sn1980K,66.0,14,3,66.0,Add Spikes and Shift,True,True
sn1980K,9.0,14,3,9.0,Add Spikes and Shift,True,True
sn1980K,44.0,14,3,44.0,Add Spikes and Shift,True,True
sn1980K,9.0,14,3,9.0,Add Spikes and Shift,True,True
sn1980K,12.0,14,3,12.0,Add Spikes and Shift,True,True
sn1980K,66.0,14,3,66.0,Add Spikes and Shift,True,True
sn1979C,71.6,14,3,71.6,Add Spikes,False,True
sn1979C,10.9,14,3,10.9,Add Spikes and Shift,True,True
sn1979C,9.9,14,3,9.9,Shift Spectrum,True,False
sn1979C,10.9,14,3,10.9,Add Spikes and Shift,True,True
sn1980K,12.0,14,3,12.0,None,False,False
sn1980K,44.0,14,3,44.0,Shift Spectrum,True,False
sn1979C,71.6,14,3,71.6,Add Spikes,False,True
sn1980K,11.0,14,3,11.0,Add Spikes and Shift,True,True
sn1980K,66.0,14,3,66.0,Add Spikes,False,True
sn1980K,217.0,14,3,217.0,Shift Spectrum,True,False
sn1979C,12.9,14,3,12.9,Shift Spectrum,True,False
sn1980K,217.0,14,3,217.0,Add Spikes and Shift,True,True
sn1979C,42.8,14,3,42.8,Shift Spectrum,True,False
sn1980K,217.0,14,3,217.0,Add Spikes,False,True
sn1980K,12.0,14,3,12.0,Shift Spectrum,True,False
sn1979C,10.9,14,3,10.9,Add Spikes,False,True
sn1979C,9.9,14,3,9.9,None,False,False
sn1980K,41.0,14,3,41.0,Add Spikes and Shift,True,True
sn1980K,66.0,14,3,66.0,Shift Spectrum,True,False
sn1979C,71.6,14,3,71.6,None,False,False
sn1979C,10.9,14,3,10.9,None,False,False
sn1980K,11.0,14,3,11.0,Shift Spectrum,True,False
sn1980K,7.0,14,3,7.0,Shift Spectrum,True,False
sn1980K,9.0,14,3,9.0,Add Spikes and Shift,True,True
sn1980K,12.0,14,3,12.0,None,False,False
sn1980K,217.0,14,3,217.0,Shift Spectrum,True,False
sn1980K,9.0,14,3,9.0,Add Spikes,False,True
sn1980K,11.0,14,3,11.0,Add Spikes,False,True
sn1979C,9.9,14,3,9.9,None,False,False
sn1979C,12.9,14,3,12.9,Shift Spectrum,True,False
sn1980K,217.0,14,3,217.0,None,False,False
sn1980K,7.0,14,3,7.0,Add Spikes,False,True
sn1980K,41.0,14,3,41.0,Add Spikes and Shift,True,True
sn1980K,44.0,14,3,44.0,Add Spikes and Shift,True,True
sn1980K,66.0,14,3,66.0,Add Spikes,False,True
sn1980K,66.0,14,3,66.0,Shift Spectrum,True,False
sn1979C,42.8,14,3,42.8,None,False,False
sn1979C,12.9,14,3,12.9,Add Spikes,False,True
sn1980K,7.0,14,3,7.0,Shift Spectrum,True,False
sn1980K,41.0,14,3,41.0,Add Spikes,False,True
sn1980K,7.0,14,3,7.0,Add Spikes and Shift,True,True
sn1980K,9.0,14,3,9.0,Shift Spectrum,True,False
sn1979C,42.8,14,3,42.8,None,False,False
sn1980K,44.0,14,3,44.0,Shift Spectrum,True,False
sn1979C,12.9,14,3,12.9,Add Spikes,False,True
sn1980K,11.0,14,3,11.0,Shift Spectrum,True,False
sn1979C,42.8,14,3,42.8,Add Spikes,False,True
sn1980K,44.0,14,3,44.0,Shift Spectrum,True,False
sn1979C,10.9,14,3,10.9,None,False,False
sn1980K,9.0,14,3,9.0,Shift Spectrum,True,False
sn1980K,44.0,14,3,44.0,Shift Spectrum,True,False
sn1980K,11.0,14,3,11.0,None,False,False
sn1980K,11.0,14,3,11.0,Shift Spectrum,True,False
sn1980K,66.0,14,3,66.0,Add Spikes,False,True
sn1980K,41.0,14,3,41.0,None,False,False
sn1980K,217.0,14,3,217.0,Add Spikes and Shift,True,True
sn1980K,12.0,14,3,12.0,None,False,False
sn1980K,11.0,14,3,11.0,None,False,False
sn1980K,11.0,14,3,11.0,Add Spikes,False,True
sn1979C,42.8,14,3,42.8,Add Spikes,False,True
sn1979C,9.9,14,3,9.9,Add Spikes,False,True
sn1980K,44.0,14,3,44.0,Shift Spectrum,True,False
sn1980K,7.0,14,3,7.0,Add Spikes,False,True
sn1980K,44.0,14,3,44.0,Add Spikes,False,True
sn1979C,12.9,14,3,12.9,Add Spikes,False,True
sn1979C,9.9,14,3,9.9,None,False,False
sn1980K,41.0,14,3,41.0,None,False,False
sn1980K,44.0,14,3,44.0,Add Spikes,False,True
sn1979C,9.9,14,3,9.9,Shift Spectrum,True,False
sn1980K,9.0,14,3,9.0,Add Spikes and Shift,True,True
sn1980K,12.0,14,3,12.0,Add Spikes,False,True
sn1979C,9.9,14,3,9.9,Shift Spectrum,True,False
sn1980K,12.0,14,3,12.0,Add Spikes and Shift,True,True
sn1980K,12.0,14,3,12.0,Add Spikes,False,True
sn1980K,9.0,14,3,9.0,Shift Spectrum,True,False
sn1979C,71.6,14,3,71.6,Shift Spectrum,True,False
sn1979C,12.9,14,3,12.9,Shift Spectrum,True,False
sn1980K,66.0,14,3,66.0,Add Spikes,False,True
sn1979C,9.9,14,3,9.9,Add Spikes,False,True
sn1979C,42.8,14,3,42.8,Add Spikes and Shift,True,True
sn1979C,71.6,14,3,71.6,Shift Spectrum,True,False
sn1980K,41.0,14,3,41.0,None,False,False
sn1979C,71.6,14,3,71.6,None,False,False
sn1980K,217.0,14,3,217.0,None,False,False
sn1980K,66.0,14,3,66.0,Shift Spectrum,True,False
sn1980K,217.0,14,3,217.0,Add Spikes and Shift,True,True
sn1979C,10.9,14,3,10.9,None,False,False
sn1980K,12.0,14,3,12.0,Add Spikes and Shift,True,True
sn1980K,11.0,14,3,11.0,Add Spikes,False,True
sn1980K,41.0,14,3,41.0,Add Spikes and Shift,True,True
sn1980K,44.0,14,3,44.0,None,False,False
sn1979C,12.9,14,3,12.9,Add Spikes,False,True
sn1979C,71.6,14,3,71.6,Add Spikes,False,True
sn1980K,41.0,14,3,41.0,Add Spikes,False,True
sn1980K,9.0,14,3,9.0,None,False,False
sn1980K,11.0,14,3,11.0,Shift Spectrum,True,False
sn1980K,66.0,14,3,66.0,Shift Spectrum,True,False
sn1979C,10.9,14,3,10.9,Add Spikes and Shift,True,True
sn1980K,7.0,14,3,7.0,Shift Spectrum,True,False
sn1980K,41.0,14,3,41.0,Add Spikes,False,True
sn1980K,41.0,14,3,41.0,Add Spikes and Shift,True,True
sn1979C,71.6,14,3,71.6,Add Spikes,False,True
sn1980K,44.0,14,3,44.0,Add Spikes,False,True
sn1980K,41.0,14,3,41.0,Add Spikes and Shift,True,True
sn1979C,42.8,14,3,42.8,None,False,False
sn1979C,71.6,14,3,71.6,None,False,False
sn1979C,9.9,14,3,9.9,Shift Spectrum,True,False
sn1980K,12.0,14,3,12.0,None,False,False
sn1980K,41.0,14,3,41.0,Shift Spectrum,True,False
sn1979C,10.9,14,3,10.9,Shift Spectrum,True,False
sn1980K,66.0,14,3,66.0,Shift Spectrum,True,False
sn1979C,42.8,14,3,42.8,None,False,False
sn1980K,44.0,14,3,44.0,Shift Spectrum,True,False
sn1979C,42.8,14,3,42.8,None,False,False
sn1980K,41.0,14,3,41.0,Add Spikes,False,True
sn1980K,44.0,14,3,44.0,Shift Spectrum,True,False
sn1980K,217.0,14,3,217.0,Shift Spectrum,True,False
sn1979C,10.9,14,3,10.9,Add Spikes,False,True
sn1980K,41.0,14,3,41.0,Add Spikes,False,True
sn1980K,41.0,14,3,41.0,Add Spikes,False,True
sn1980K,12.0,14,3,12.0,Add Spikes and Shift,True,True
sn1979C,42.8,14,3,42.8,None,False,False
sn1980K,41.0,14,3,41.0,None,False,False
sn1980K,66.0,14,3,66.0,Shift Spectrum,True,False
sn1980K,11.0,14,3,11.0,Shift Spectrum,True,False
sn1979C,42.8,14,3,42.8,Add Spikes,False,True
sn1980K,217.0,14,3,217.0,Shift Spectrum,True,False
sn1980K,41.0,14,3,41.0,Add Spikes,False,True
sn1979C,42.8,14,3,42.8,Shift Spectrum,True,False
sn1979C,9.9,14,3,9.9,Shift Spectrum,True,False
sn1980K,66.0,14,3,66.0,Add Spikes,False,True
sn1980K,7.0,14,3,7.0,Add Spikes,False,True
sn1980K,12.0,14,3,12.0,Add Spikes and Shift,True,True
sn1980K,11.0,14,3,11.0,None,False,False
sn1980K,44.0,14,3,44.0,Add Spikes,False,True
sn1979C,10.9,14,3,10.9,Add Spikes and Shift,True,True
sn1979C,10.9,14,3,10.9,Add Spikes,False,True
sn1980K,217.0,14,3,217.0,Add Spikes,False,True
sn1980K,9.0,14,3,9.0,None,False,False
sn1979C,42.8,14,3,42.8,Add Spikes and Shift,True,True
